idMN,nX,nY,nZ,idSegment,idMuscle,
  3847,296.544,94.5787,3214.89,     3,    13,
  3848,298.775,91.8784,3214.89,     3,    13,
  3849,302.493,91.8784,3214.89,     3,    13,
  3850,304.816,90.5823,3214.89,     3,    13,
  3851,304.816,85.938,3214.89,     3,    13,
  3852,315.969,93.1746,3214.89,     3,    13,
  3853,313.739,90.5823,3214.89,     3,    13,
  3854,314.668,85.938,3214.89,     3,    13,
  3855,314.668,82.3737,3214.89,     3,    13,
  3856,306.396,81.5096,3214.89,     3,    13,
  3857,309.463,81.5096,3214.89,     3,    13,
  3858,311.787,83.3458,3214.89,     3,    13,
  3859,311.415,87.6661,3214.89,     3,    13,
  3860,308.534,85.938,3214.89,     3,    13,
  3861,307.79,89.2862,3214.89,     3,    13,
  3862,300.913,95.8748,3214.89,     3,    13,
  3863,304.816,94.5787,3214.89,     3,    13,
  3864,307.79,93.1746,3214.89,     3,    13,
  3865,316.899,96.6308,3214.89,     3,    13,
  3866,314.018,95.6587,3214.89,     3,    13,
  3867,311.415,94.0386,3214.89,     3,    13,
  3868,310.114,91.2304,3214.89,     3,    13,
  3869, 276.8,79.0648,2857.68,     4,    13,
  3870,273.489,80.7054,2857.68,     4,    13,
  3871,279.826,79.0648,2857.68,     4,    13,
  3872,281.434,83.3304,2857.68,     4,    13,
  3873,279.826,85.6273,2857.68,     4,    13,
  3874, 276.8,88.2524,2857.68,     4,    13,
  3875,274.435,91.9711,2857.68,     4,    13,
  3876,275.759,96.018,2857.68,     4,    13,
  3877,279.826,97.3306,2857.68,     4,    13,
  3878,283.703,96.7837,2857.68,     4,    13,
  3879,287.297,96.018,2857.68,     4,    13,
  3880,290.702,96.018,2857.68,     4,    13,
  3881,293.918,96.018,2857.68,     4,    13,
  3882,297.039,96.018,2857.68,     4,    13,
  3883,300.443,94.7055,2857.68,     4,    13,
  3884,301.578,90.3305,2857.68,     4,    13,
  3885,298.079,87.7055,2857.68,     4,    13,
  3886,297.039,83.9867,2857.68,     4,    13,
  3887,298.079,81.2523,2857.68,     4,    13,
  3888,301.578,79.0648,2857.68,     4,    13,
  3889,303.942,80.7054,2857.68,     4,    13,
  3890,303.942,85.6273,2857.68,     4,    13,
  3891,307.536,87.7055,2857.68,     4,    13,
  3892,312.171,89.3461,2857.68,     4,    13,
  3893,309.806,89.3461,2857.68,     4,    13,
  3894,314.44,91.9711,2857.68,     4,    13,
  3895,316.71,94.7055,2857.68,     4,    13,
  3896,317.561,96.018,2857.68,     4,    13,
  3897,315.291,99.5181,2857.68,     4,    13,
  3898,314.44,104.44,2857.68,     4,    13,
  3899,312.171,105.643,2857.68,     4,    13,
  3900,306.212,103.018,2857.68,     4,    13,
  3901,302.713,101.815,2857.68,     4,    13,
  3902,299.308,104.44,2857.68,     4,    13,
  3903,299.97,108.378,2857.68,     4,    13,
  3904,299.97,112.643,2857.68,     4,    13,
  3905,297.039,115.378,2857.68,     4,    13,
  3906,294.674,118.549,2857.68,     4,    13,
  3907,291.648,120.628,2857.68,     4,    13,
  3908,278.124,112.643,2857.68,     4,    13,
  3909,278.124,108.378,2857.68,     4,    13,
  3910,277.556,103.018,2857.68,     4,    13,
  3911,273.489,103.018,2857.68,     4,    13,
  3912,270.179,104.44,2857.68,     4,    13,
  3913,264.978,107.174,2857.68,     4,    13,
  3914,267.815,103.674,2857.68,     4,    13,
  3915,265.545,100.393,2857.68,     4,    13,
  3916,267.815,97.6587,2857.68,     4,    13,
  3917,270.179,94.7055,2857.68,     4,    13,
  3918,270.179,90.3305,2857.68,     4,    13,
  3919,270.179,86.7211,2857.68,     4,    13,
  3920,272.638,83.8773,2857.68,     4,    13,
  3921,277.556,82.8929,2857.68,     4,    13,
  3922,275.192,85.0805,2857.68,     4,    13,
  3923,272.922,88.2524,2857.68,     4,    13,
  3924,272.922,93.2836,2857.68,     4,    13,
  3925,270.179,100.393,2857.68,     4,    13,
  3926,271.976,97.6587,2857.68,     4,    13,
  3927,274.813,99.5181,2857.68,     4,    13,
  3928,278.124,99.5181,2857.68,     4,    13,
  3929,301.105,83.8773,2857.68,     4,    13,
  3930,301.105,86.7211,2857.68,     4,    13,
  3931,305.077,89.3461,2857.68,     4,    13,
  3932,303.942,93.0649,2857.68,     4,    13,
  3933,307.536,93.0649,2857.68,     4,    13,
  3934,311.508,94.1587,2857.68,     4,    13,
  3935,312.927,95.6899,2857.68,     4,    13,
  3936,312.171,100.393,2857.68,     4,    13,
  3937,309.806,102.143,2857.68,     4,    13,
  3938,309.806,97.3306,2857.68,     4,    13,
  3939,303.942,98.6431,2857.68,     4,    13,
  3940,301.578,96.7837,2857.68,     4,    13,
  3941,299.308,99.5181,2857.68,     4,    13,
  3942,295.809,100.393,2857.68,     4,    13,
  3943,292.404,100.393,2857.68,     4,    13,
  3944,285.973,100.065,2857.68,     4,    13,
  3945,297.039,103.018,2857.68,     4,    13,
  3946,288.432,85.0805,2857.68,     4,    13,
  3947,293.918,104.768,2857.68,     4,    13,
  3948,296.187,107.174,2857.68,     4,    13,
  3949,297.039,111.003,2857.68,     4,    13,
  3950,293.918,112.643,2857.68,     4,    13,
  3951,293.066,115.378,2857.68,     4,    13,
  3952,290.702,117.346,2857.68,     4,    13,
  3953,290.04,112.424,2857.68,     4,    13,
  3954,293.066,108.924,2857.68,     4,    13,
  3955,298.017,74.5124,2500.47,     5,    13,
  3956,295.564,76.7622,2500.47,     5,    13,
  3957,292.228,77.3922,2500.47,     5,    13,
  3958,288.892,78.4721,2500.47,     5,    13,
  3959,288.892,81.8019,2500.47,     5,    13,
  3960,291.345,82.8818,2500.47,     5,    13,
  3961,294.583,82.8818,2500.47,     5,    13,
  3962,297.036,80.722,2500.47,     5,    13,
  3963, 293.7,79.552,2500.47,     5,    13,
  3964,290.855,79.552,2500.47,     5,    13,
  3965,305.671,80.722,2500.47,     5,    13,
  3966,308.124,79.552,2500.47,     5,    13,
  3967,311.46,80.182,2500.47,     5,    13,
  3968, 293.7,94.941,2500.47,     5,    13,
  3969,289.873,95.571,2500.47,     5,    13,
  3970,286.047,94.941,2500.47,     5,    13,
  3971,282.809,94.4011,2500.47,     5,    13,
  3972,278.884,94.4011,2500.47,     5,    13,
  3973,278.001,97.8209,2500.47,     5,    13,
  3974,278.884,100.341,2500.47,     5,    13,
  3975,281.239,100.971,2500.47,     5,    13,
  3976,285.164,100.971,2500.47,     5,    13,
  3977,288.402,101.511,2500.47,     5,    13,
  3978,291.345,102.501,2500.47,     5,    13,
  3979,295.172,101.511,2500.47,     5,    13,
  3980,298.017,98.8108,2500.47,     5,    13,
  3981,286.537,107.27,2500.47,     5,    13,
  3982,284.084,109.52,2500.47,     5,    13,
  3983,282.318,111.23,2500.47,     5,    13,
  3984,282.318,113.84,2500.47,     5,    13,
  3985,286.047,114.47,2500.47,     5,    13,
  3986,288.892,113.84,2500.47,     5,    13,
  3987,288.892,110.78,2500.47,     5,    13,
  3988,285.164,111.23,2500.47,     5,    13,
  3989,289.775,108.89,2500.47,     5,    13,
  3990,303.316,102.501,2500.47,     5,    13,
  3991,304.199,105.11,2500.47,     5,    13,
  3992,307.143,105.11,2500.47,     5,    13,
  3993,310.479,103.221,2500.47,     5,    13,
  3994,310.479,100.341,2500.47,     5,    13,
  3995,311.46,97.1909,2500.47,     5,    13,
  3996,313.913,94.4011,2500.47,     5,    13,
  3997,314.502,91.7013,2500.47,     5,    13,
  3998,312.932,88.8214,2500.47,     5,    13,
  3999,311.46,85.0417,2500.47,     5,    13,
  4000,312.147,82.3419,2500.47,     5,    13,
  4001,309.105,82.8818,2500.47,     5,    13,
  4002,309.203,86.5716,2500.47,     5,    13,
  4003,281.729,97.1009,2500.47,     5,    13,
  4004,284.673,97.8209,2500.47,     5,    13,
  4005,288.402,98.0908,2500.47,     5,    13,
  4006,291.345,98.8108,2500.47,     5,    13,
  4007,294.583,97.8209,2500.47,     5,    13,
  4008,309.203,89.9914,2500.47,     5,    13,
  4009,311.558,92.1512,2500.47,     5,    13,
  4010,309.007,93.8611,2500.47,     5,    13,
  4011,306.554,101.511,2500.47,     5,    13,
  4012,305.18,98.8108,2500.47,     5,    13,
  4013,308.124,97.8209,2500.47,     5,    13,
  4014,291.345,72.3525,2500.47,     5,    13,
  4015,283.594,84.3217,2500.47,     5,    13,
  4016,231.296,84.4634,2143.26,     6,    13,
  4017,233.603,83.0609,2500.47,     5,    13,
  4018,236.372,83.0609,2143.26,     6,    13,
  4019,230.835,87.8696,2143.26,     6,    13,
  4020,231.942,90.3741,2143.26,     6,    13,
  4021,230.835,95.2829,2143.26,     6,    13,
  4022,231.296,98.3885,2500.47,     5,    13,
  4023,233.142,101.694,2500.47,     5,    13,
  4024,235.818,100.092,2500.47,     5,    13,
  4025,237.664,96.7856,2500.47,     5,    13,
  4026,239.417,93.4797,2500.47,     5,    13,
  4027,242.924,93.4797,2500.47,     5,    13,
  4028,246.338,93.4797,2500.47,     5,    13,
  4029,248.645,91.8768,2143.26,     6,    13,
  4030,248.645,87.8696,2143.26,     6,    13,
  4031,245.231,86.9679,2143.26,     6,    13,
  4032,232.681,93.4797,2143.26,     6,    13,
  4033,234.157,96.7856,2500.47,     5,    13,
  4034,238.125,85.4652,2143.26,     6,    13,
  4035,241.724,86.9679,2500.47,     5,    13,
  4036,245.231,90.3741,2500.47,     5,    13,
  4037,241.724,89.3723,2500.47,     5,    13,
  4038,234.895,86.9679,2143.26,     6,    13,
  4039,235.818,92.7784,2500.47,     5,    13,
  4040,238.125,89.3723,2143.26,     6,    13,
  4041,234.803,89.6728,2500.47,     5,    13,
  4042,255.29,95.9842,2143.26,     6,    13,
  4043,252.06,97.587,2143.26,     6,    13,
  4044,252.06,102.095,2500.47,     5,    13,
  4045,253.075,105.201,2500.47,     5,    13,
  4046,254.275,108.907,2143.26,     6,    13,
  4047,255.936,111.312,2143.26,     6,    13,
  4048,258.796,114.417,2500.47,     5,    13,
  4049,261.749,113.015,2143.26,     6,    13,
  4050,257.504,97.6872,2143.26,     6,    13,
  4051,259.812,99.6908,2500.47,     5,    13,
  4052,258.243,103.297,2143.26,     6,    13,
  4053,261.103,105.501,2500.47,     5,    13,
  4054,264.149, 104.6,2500.47,     5,    13,
  4055,264.333,100.292,2500.47,     5,    13,
  4056,265.072,97.8876,2500.47,     5,    13,
  4057,267.379,95.9842,2143.26,     6,    13,
  4058,270.147,97.587,2500.47,     5,    13,
  4059,273.931,97.2865,2500.47,     5,    13,
  4060,275.592,97.587,2500.47,     5,    13,
  4061,267.932,100.092,2500.47,     5,    13,
  4062,271.716,100.793,2143.26,     6,    13,
  4063,267.932,103.297,2500.47,     5,    13,
  4064,270.147, 104.6,2143.26,     6,    13,
  4065,273.377,106.503,2143.26,     6,    13,
  4066,275.592,107.004,2500.47,     5,    13,
  4067,275.592,110.61,2500.47,     5,    13,
  4068,274.669,114.417,2500.47,     5,    13,
  4069,271.162,115.519,2500.47,     5,    13,
  4070,267.932,114.417,2143.26,     6,    13,
  4071,265.072,112.514,2500.47,     5,    13,
  4072,254.275,100.292,2143.26,     6,    13,
  4073,255.936,101.694,2500.47,     5,    13,
  4074,256.582,105.702,2143.26,     6,    13,
  4075,258.243,108.206,2143.26,     6,    13,
  4076,259.812,110.61,2500.47,     5,    13,
  4077,262.857,108.206,2500.47,     5,    13,
  4078,264.333,109.508,2143.26,     6,    13,
  4079,266.548,107.004,2143.26,     6,    13,
  4080,270.147,108.907,2143.26,     6,    13,
  4081,267.932,110.61,2500.47,     5,    13,
  4082,272.454,110.61,2143.26,     6,    13,
  4083,270.147,113.015,2143.26,     6,    13,
  4084,239.879,104.099,2500.47,     5,    13,
  4085,234.505,39.2733,2143.26,     6,    14,
  4087,236.015,45.6939,2143.26,     6,    14,
  4089,232.089,45.6939,2143.26,     6,    14,
  4091,225.645,53.3536,2143.26,     6,    14,
  4093,223.129,59.7743,2143.26,     6,    14,
  4095,229.672,60.5628,2500.47,     5,    14,
  4097,236.015,65.2938,2500.47,     5,    14,
  4099,239.438,58.9858,2143.26,     6,    14,
  4101,224.538,57.0708,2143.26,     6,    14,
  4103,236.015,60.5628,2143.26,     6,    14,
  4104,236.015,58.3099,2143.26,     6,    14,
  4106,256.049,54.4801,2143.26,     6,    14,
  4107,237.285,56.6527,1786.05,     7,    14,
  4109,240.396,64.3516,1786.05,     7,    14,
  4111,235.479,62.3137,1786.05,     7,    14,
  4112,230.663,62.3137,1786.05,     7,    14,
  4114,228.154,69.8994,1786.05,     7,    14,
  4116,233.071,66.1631,1786.05,     7,    14,
  4118,238.589,69.8994,1786.05,     7,    14,
  4120,234.777,72.7298,1786.05,     7,    14,
  4122,232.368,82.1271,1786.05,     7,    14,
  4124,229.86,89.1467,1786.05,     7,    14,
  4125,229.86,92.9961,1786.05,     7,    14,
  4126,228.656,94.8076,1786.05,     7,    14,
  4127,226.248,94.8076,1786.05,     7,    14,
  4128,223.84,91.1846,1786.05,     7,    14,
  4129,219.926,90.2788,1786.05,     7,    14,
  4130,216.314,92.0904,1786.05,     7,    14,
  4131,212.903,94.8076,1786.05,     7,    14,
  4132,209.893,92.9961,1786.05,     7,    14,
  4133,209.291,89.2599,1786.05,     7,    14,
  4134,211.398,86.5426,1786.05,     7,    14,
  4135,214.809,86.4294,1786.05,     7,    14,
  4136,216.314,82.8064,1786.05,     7,    14,
  4137,216.314,78.7305,1786.05,     7,    14,
  4138,212.903,  75.9,1786.05,     7,    14,
  4139,209.291,77.2586,1786.05,     7,    14,
  4140,205.879,77.2586,1786.05,     7,    14,
  4141,203.371,73.4092,1786.05,     7,    14,
  4142,206.782,70.6919,1786.05,     7,    14,
  4143,208.287,67.9746,1786.05,     7,    14,
  4144,207.384,63.4458,1786.05,     7,    14,
  4145,206.782,60.3889,1786.05,     7,    14,
  4146,208.889,57.5584,1786.05,     7,    14,
  4147,211.699,58.9171,1786.05,     7,    14,
  4148,215.311,58.9171,1786.05,     7,    14,
  4149,218.923,59.3699,1786.05,     7,    14,
  4150,222.134,58.8038,1786.05,     7,    14,
  4151,223.238,62.3137,1786.05,     7,    14,
  4152,222.134,67.0689,1786.05,     7,    14,
  4153,218.722,70.6919,1786.05,     7,    14,
  4154,219.926,75.4471,1786.05,     7,    14,
  4155,221.331,79.2966,1786.05,     7,    14,
  4156,228.656,78.1644,1786.05,     7,    14,
  4157,225.044,80.0891,1786.05,     7,    14,
  4158,228.154,82.1271,1786.05,     7,    14,
  4159,226.85,90.2788,1786.05,     7,    14,
  4160,212.903,90.2788,1786.05,     7,    14,
  4161,217.819,87.5616,1786.05,     7,    14,
  4162,225.746,86.5426,1786.05,     7,    14,
  4163,223.84,83.5989,1786.05,     7,    14,
  4164,218.923,82.1271,1786.05,     7,    14,
  4165,222.134,86.5426,1786.05,     7,    14,
  4166,219.625,84.8443,1786.05,     7,    14,
  4167,216.314,74.5413,1786.05,     7,    14,
  4168,207.484,73.6356,1786.05,     7,    14,
  4169,210.394,71.7109,1786.05,     7,    14,
  4170,213.806,71.0315,1786.05,     7,    14,
  4171,219.625,63.7855,1786.05,     7,    14,
  4172,217.217,67.1821,1786.05,     7,    14,
  4173,210.796,62.3137,1786.05,     7,    14,
  4174,215.311,63.4458,1786.05,     7,    14,
  4175,212.903,63.4458,1786.05,     7,    14,
  4176,212.903,67.0689,1786.05,     7,    14,
  4177,209.993,66.1631,1786.05,     7,    14,
  4178,246.196,45.8066,1428.84,     8,    14,
  4179,243.636,48.7402,1428.84,     8,    14,
  4180,240.358,50.1483,1428.84,     8,    14,
  4181,247.733,50.1483,1428.84,     8,    14,
  4182,251.215,51.5565,1428.84,     8,    14,
  4183,253.673,48.7402,1428.84,     8,    14,
  4184,243.636,54.4901,1428.84,     8,    14,
  4185,240.358,57.3063,1428.84,     8,    14,
  4186,244.455,58.1277,1428.84,     8,    14,
  4187,246.196,61.8828,1428.84,     8,    14,
  4188,252.752,58.1277,1428.84,     8,    14,
  4189,250.191,56.1329,1428.84,     8,    14,
  4190,247.733,57.3063,1428.84,     8,    14,
  4191,247.016,53.1993,1428.84,     8,    14,
  4192,231.345,65.9898,1428.84,     8,    14,
  4193,227.965,64.699,1428.84,     8,    14,
  4194,225.506,67.5153,1428.84,     8,    14,
  4195,231.345,70.4489,1428.84,     8,    14,
  4196,228.784,72.4437,1428.84,     8,    14,
  4197,227.248,69.5101,1428.84,     8,    14,
  4198,229.706,47.2147,1428.84,     8,    14,
  4199,228.784,51.5565,1428.84,     8,    14,
  4200,228.784,55.3115,1428.84,     8,    14,
  4201,225.506,48.7402,1428.84,     8,    14,
  4202,226.326,57.3063,1428.84,     8,    14,
  4203,224.687,53.1993,1428.84,     8,    14,
  4204,222.229,56.7196,1428.84,     8,    14,
  4205,222.229,53.0819,1428.84,     8,    14,
  4206,218.337,53.1993,1428.84,     8,    14,
  4207,215.878,53.786,1428.84,     8,    14,
  4208,212.908,56.7196,1428.84,     8,    14,
  4209,208.606,57.3063,1428.84,     8,    14,
  4210,206.558,61.0614,1428.84,     8,    14,
  4211,204.099,64.699,1428.84,     8,    14,
  4212,201.641,65.9898,1428.84,     8,    14,
  4213,200.822,70.4489,1428.84,     8,    14,
  4214,204.099,73.2652,1428.84,     8,    14,
  4215,204.919,78.0763,1428.84,     8,    14,
  4216,204.099,82.1833,1428.84,     8,    14,
  4217,207.479,83.8261,1428.84,     8,    14,
  4218,209.938,80.1885,1428.84,     8,    14,
  4219,207.889,79.3671,1428.84,     8,    14,
  4220,213.42,79.3671,1428.84,     8,    14,
  4221,217.21,80.1885,1428.84,     8,    14,
  4222,219.463,84.8822,1428.84,     8,    14,
  4223,220.692,89.576,1428.84,     8,    14,
  4224,222.946,92.3923,1428.84,     8,    14,
  4225,226.326,93.683,1428.84,     8,    14,
  4226,229.706,96.4993,1428.84,     8,    14,
  4227,232.983,96.4993,1428.84,     8,    14,
  4228,234.417,93.683,1428.84,     8,    14,
  4229,232.983,90.3974,1428.84,     8,    14,
  4230,230.525,92.3923,1428.84,     8,    14,
  4231,228.784,89.576,1428.84,     8,    14,
  4232,225.506,86.6424,1428.84,     8,    14,
  4233,224.687,89.576,1428.84,     8,    14,
  4234,222.229,84.8822,1428.84,     8,    14,
  4235,222.946,82.066,1428.84,     8,    14,
  4236,219.771,79.3671,1428.84,     8,    14,
  4237,222.946,77.2549,1428.84,     8,    14,
  4238,220.487,74.5559,1428.84,     8,    14,
  4239,204.919,68.8061,1428.84,     8,    14,
  4240,218.337,58.9492,1428.84,     8,    14,
  4241,216.083,59.7706,1428.84,     8,    14,
  4242,214.752,63.8776,1428.84,     8,    14,
  4243,212.191,61.0614,1428.84,     8,    14,
  4244,209.733,62.5868,1428.84,     8,    14,
  4245,217.21,67.5153,1428.84,     8,    14,
  4246,217.21,72.4437,1428.84,     8,    14,
  4247,216.083,76.1988,1428.84,     8,    14,
  4248,207.479,70.4489,1428.84,     8,    14,
  4249,210.859,70.4489,1428.84,     8,    14,
  4250,213.625,72.4437,1428.84,     8,    14,
  4251,213.625,67.5153,1428.84,     8,    14,
  4252,208.401,65.4031,1428.84,     8,    14,
  4253,210.859,65.9898,1428.84,     8,    14,
  4254,218.644,99.4329,1428.84,     8,    14,
  4255,215.366,98.1421,1428.84,     8,    14,
  4256,213.42,100.958,1428.84,     8,    14,
  4257,218.644,103.071,1428.84,     8,    14,
  4258,216.083,105.887,1428.84,     8,    14,
  4259,214.752,102.249,1428.84,     8,    14,
  4260,210.49,42.6476,1071.63,     9,    14,
  4261,207.373,43.5617,1071.63,     9,    14,
  4262,208.828,46.812,1071.63,     9,    14,
  4263,212.983,43.5617,1071.63,     9,    14,
  4264,211.944,47.2182,1071.63,     9,    14,
  4265,211.944,51.7889,1071.63,     9,    14,
  4266,215.06,54.2266,1071.63,     9,    14,
  4267,201.141,49.7575,1071.63,     9,    14,
  4268,198.648,50.3669,1071.63,     9,    14,
  4269,197.505,53.7188,1071.63,     9,    14,
  4270,202.283,52.1952,1071.63,     9,    14,
  4271,202.283,54.7345,1071.63,     9,    14,
  4272,199.167,56.1565,1071.63,     9,    14,
  4273,179.534,57.8832,1071.63,     9,    14,
  4274,217.034,59.6099,1071.63,     9,    14,
  4275,215.06,57.8832,1071.63,     9,    14,
  4276,211.321,55.4455,1071.63,     9,    14,
  4277,211.321,59.6099,1071.63,     9,    14,
  4278,210.49,63.5711,1071.63,     9,    14,
  4279,207.997,62.8601,1071.63,     9,    14,
  4280,211.321,67.8371,1071.63,     9,    14,
  4281,207.373,68.5481,1071.63,     9,    14,
  4282,203.634,70.2748,1071.63,     9,    14,
  4283,202.283,72.8141,1071.63,     9,    14,
  4284,199.167,74.5408,1071.63,     9,    14,
  4285,196.051,72.8141,1071.63,     9,    14,
  4286,192.415,70.2748,1071.63,     9,    14,
  4287,188.26,70.2748,1071.63,     9,    14,
  4288,187.325,67.8371,1071.63,     9,    14,
  4289,189.922,66.1104,1071.63,     9,    14,
  4290,192.415,65.2978,1071.63,     9,    14,
  4291,195.012,67.8371,1071.63,     9,    14,
  4292,206.854,66.1104,1071.63,     9,    14,
  4293, 205.4,65.2978,1071.63,     9,    14,
  4294,202.283,67.8371,1071.63,     9,    14,
  4295,198.648,70.2748,1071.63,     9,    14,
  4296,255.053,46.812,1071.63,     9,    14,
  4297,258.689,47.2182,1071.63,     9,    14,
  4298,261.182,44.2727,1071.63,     9,    14,
  4299,268.349,47.9292,1071.63,     9,    14,
  4300,267.103,54.7345,1071.63,     9,    14,
  4301,260.143,57.8832,1071.63,     9,    14,
  4302,253.599,53.7188,1071.63,     9,    14,
  4303,257.546,51.1795,1071.63,     9,    14,
  4304,260.143,53.7188,1071.63,     9,    14,
  4305,263.779,52.9062,1071.63,     9,    14,
  4306,263.779,49.7575,1071.63,     9,    14,
  4307,263.779,47.9292,1071.63,     9,    14,
  4308,260.559,50.3669,1071.63,     9,    14,
  4309,257.798,65.7135,2500.47,     5,    15,
  4311,261.397,69.8813,2143.26,     6,    15,
  4313,250.283,68.4169,2143.26,     6,    15,
  4315,244.461,68.4169,2500.47,     5,    15,
  4317,250.283,74.7249,2143.26,     6,    15,
  4319,249.542,80.2444,2143.26,     6,    15,
  4320,252.823,83.849,2500.47,     5,    15,
  4322,257.798,80.2444,2143.26,     6,    15,
  4324,258.751,73.1479,2143.26,     6,    15,
  4325,257.269,70.4445,2143.26,     6,    15,
  4327,254.623,74.049,2143.26,     6,    15,
  4328,252.823,78.6674,2143.26,     6,    15,
  4330,272.871,73.0249,1786.05,     7,    15,
  4332,278.963,69.4019,1786.05,     7,    15,
  4334,288.351,69.4019,1786.05,     7,    15,
  4336,280.86,81.4032,1786.05,     7,    15,
  4337,280.86,85.4791,1786.05,     7,    15,
  4338,283.856,87.517,1786.05,     7,    15,
  4340,280.86,94.4234,1786.05,     7,    15,
  4342,275.268,98.2729,1786.05,     7,    15,
  4343,271.972,99.1786,1786.05,     7,    15,
  4344,268.976,98.2729,1786.05,     7,    15,
  4345,266.08,97.9332,1786.05,     7,    15,
  4346,269.475,93.6309,1786.05,     7,    15,
  4347,267.078,90.3475,1786.05,     7,    15,
  4348,265.281,88.8757,1786.05,     7,    15,
  4349,266.08,85.4791,1786.05,     7,    15,
  4350,267.678,75.7422,1786.05,     7,    15,
  4351,269.475,79.4784,1786.05,     7,    15,
  4352,269.475,83.3279,1786.05,     7,    15,
  4353,271.972,76.648,1786.05,     7,    15,
  4354,277.764,73.9307,1786.05,     7,    15,
  4355,274.369,76.648,1786.05,     7,    15,
  4356,277.764,78.6859,1786.05,     7,    15,
  4357,272.871,81.4032,1786.05,     7,    15,
  4358,275.967,81.4032,1786.05,     7,    15,
  4359,277.764,84.7998,1786.05,     7,    15,
  4360,279.262,88.8757,1786.05,     7,    15,
  4361,269.475,88.1963,1786.05,     7,    15,
  4362,272.871,86.1584,1786.05,     7,    15,
  4363,275.068,86.1584,1786.05,     7,    15,
  4364,277.465,91.7061,1786.05,     7,    15,
  4365,275.068,89.555,1786.05,     7,    15,
  4366,271.972,90.9136,1786.05,     7,    15,
  4367,272.571,95.5556,1786.05,     7,    15,
  4368,274.169,92.8383,1786.05,     7,    15,
  4369,285.943,57.9321,1428.84,     8,    15,
  4370,286.867,64.5034,1428.84,     8,    15,
  4371,285.121,69.4319,1428.84,     8,    15,
  4372,281.322,70.6053,1428.84,     8,    15,
  4373,283.376,74.7124,1428.84,     8,    15,
  4374,279.37,77.4113,1428.84,     8,    15,
  4375,286.867,77.4113,1428.84,     8,    15,
  4376,287.689,81.1663,1428.84,     8,    15,
  4377,290.153,76.1205,1428.84,     8,    15,
  4378,293.953,77.646,1428.84,     8,    15,
  4379,288.408,70.2533,1428.84,     8,    15,
  4380,292.618,70.2533,1428.84,     8,    15,
  4381,291.591,73.3042,1428.84,     8,    15,
  4382,286.867,73.3042,1428.84,     8,    15,
  4383,295.185,69.4319,1428.84,     8,    15,
  4384,300.217,77.646,1428.84,     8,    15,
  4385,257.497,96.421,1428.84,     8,    15,
  4386,260.064,97.7118,1428.84,     8,    15,
  4387,260.783,102.054,1428.84,     8,    15,
  4388,255.032,99.2373,1428.84,     8,    15,
  4389,255.956,103.462,1428.84,     8,    15,
  4390,257.497,100.528,1428.84,     8,    15,
  4391,255.032,107.803,1428.84,     8,    15,
  4392,263.247,106.278,1428.84,     8,    15,
  4393,261.81,110.737,1428.84,     8,    15,
  4394,258.215,111.324,1428.84,     8,    15,
  4395,251.746,109.916,1428.84,     8,    15,
  4396,251.746,114.14,1428.84,     8,    15,
  4397,255.032,117.074,1428.84,     8,    15,
  4398,255.956,121.181,1428.84,     8,    15,
  4399,257.497,125.17,1428.84,     8,    15,
  4400,261.81,125.874,1428.84,     8,    15,
  4401,266.226,125.874,1428.84,     8,    15,
  4402,267.561,129.512,1428.84,     8,    15,
  4403,271.874,128.691,1428.84,     8,    15,
  4404,276.29,127.987,1428.84,     8,    15,
  4405,280.911,126.696,1428.84,     8,    15,
  4406,282.657,123.058,1428.84,     8,    15,
  4407,280.911,119.89,1428.84,     8,    15,
  4408,278.344,117.074,1428.84,     8,    15,
  4409,278.344,112.028,1428.84,     8,    15,
  4410,276.29,109.916,1428.84,     8,    15,
  4411,273.825,111.324,1428.84,     8,    15,
  4412,269.409,110.737,1428.84,     8,    15,
  4413,266.226,108.507,1428.84,     8,    15,
  4414,255.751,112.732,1428.84,     8,    15,
  4415,258.523,116.487,1428.84,     8,    15,
  4416,265.712,112.732,1428.84,     8,    15,
  4417,268.793,114.14,1428.84,     8,    15,
  4418,265.712,114.844,1428.84,     8,    15,
  4419,261.81,114.14,1428.84,     8,    15,
  4420,263.247,119.303,1428.84,     8,    15,
  4421,260.064,119.303,1428.84,     8,    15,
  4422,260.988,122.119,1428.84,     8,    15,
  4423,264.993,122.119,1428.84,     8,    15,
  4424,270.025,124.936,1428.84,     8,    15,
  4425,275.057,114.844,1428.84,     8,    15,
  4426,271.874,114.844,1428.84,     8,    15,
  4427,272.593,120.125,1428.84,     8,    15,
  4428,268.279,122.119,1428.84,     8,    15,
  4429,275.879,119.186,1428.84,     8,    15,
  4430,278.344,123.058,1428.84,     8,    15,
  4431,274.544,123.997,1428.84,     8,    15,
  4432,270.013,68.4684,1071.63,     9,    15,
  4433,275.092,61.5616,1071.63,     9,    15,
  4434,276.75,65.1165,1071.63,     9,    15,
  4435,274.263,69.0778,1071.63,     9,    15,
  4436,271.671,72.6328,1071.63,     9,    15,
  4437,271.671,75.0705,1071.63,     9,    15,
  4438,276.75,77.6097,1071.63,     9,    15,
  4439,275.092,75.5783,1071.63,     9,    15,
  4440,283.591,76.594,1071.63,     9,    15,
  4441,280.171,75.5783,1071.63,     9,    15,
  4442,281.207,71.5155,1071.63,     9,    15,
  4443,285.25,69.8904,1071.63,     9,    15,
